"","traffic_volume","holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","date_","hr"
"1752",2584,"None",271.14,0,0,90,"Fog",2016-03-28,5
"1753",2584,"None",271.14,0,0,90,"Mist",2016-03-28,5
"1754",5429,"None",272.08,0,0,90,"Fog",2016-03-28,6
"1755",6412,"None",272.61,0,0,90,"Clouds",2016-03-28,7
"1756",4949,"None",274.15,0,0,1,"Clear",2016-03-28,9
"1757",4533,"None",279.28,0,0,75,"Clouds",2016-03-28,10
"1758",5028,"None",281.14,0,0,75,"Clouds",2016-03-28,12
"1759",5033,"None",284.5,0,0,1,"Clear",2016-03-28,13
"1760",5817,"None",285.86,0,0,1,"Clear",2016-03-28,15
"1761",6333,"None",287.01,0,0,1,"Clear",2016-03-28,17
"1762",3343,"None",286.86,0,0,5,"Clear",2016-03-28,19
"1763",2298,"None",282.3,0,0,1,"Clear",2016-03-28,21
"1764",1645,"None",278.08,0,0,1,"Clear",2016-03-28,22
"1765",607,"None",277.43,0,0,1,"Clear",2016-03-29,0
"1766",379,"None",277.35,0,0,1,"Clear",2016-03-29,1
"1767",333,"None",277.21,0,0,1,"Clear",2016-03-29,3
"1768",843,"None",277.5,0,0,1,"Clear",2016-03-29,4
"1769",2666,"None",277.71,0,0,1,"Clear",2016-03-29,5
"1770",5513,"None",277.94,0,0,1,"Clear",2016-03-29,6
"1771",6786,"None",277.93,0,0,1,"Clear",2016-03-29,7
"1772",5928,"None",279.93,0,0,1,"Clear",2016-03-29,8
"1773",5397,"None",282.44,0,0,1,"Clear",2016-03-29,9
"1774",4527,"None",284.68,0,0,75,"Clouds",2016-03-29,10
"1775",5156,"None",286.68,0,0,1,"Clear",2016-03-29,12
"1776",5161,"None",290.22,0,0,40,"Clouds",2016-03-29,13
"1777",5606,"None",290.61,0,0,1,"Clear",2016-03-29,14
"1778",7083,"None",290.68,0,0,40,"Clouds",2016-03-29,16
"1779",4758,"None",289.69,0,0,90,"Clouds",2016-03-29,18
"1780",3051,"None",286.92,0,0,90,"Thunderstorm",2016-03-29,20
"1781",2839,"None",285.86,0,0,40,"Thunderstorm",2016-03-29,22
"1782",586,"None",282.62,0,0,90,"Rain",2016-03-30,0
"1783",586,"None",282.62,0,0,90,"Drizzle",2016-03-30,0
"1784",299,"None",280.72,0,0,90,"Rain",2016-03-30,2
"1785",299,"None",280.72,0,0,90,"Mist",2016-03-30,2
"1786",879,"None",280.36,0,0,90,"Rain",2016-03-30,4
"1787",879,"None",280.36,0,0,90,"Drizzle",2016-03-30,4
"1788",5262,"None",280.08,0,0,90,"Rain",2016-03-30,6
"1789",5262,"None",280.08,0,0,90,"Drizzle",2016-03-30,6
"1790",5923,"None",279.72,0,0,90,"Rain",2016-03-30,8
"1791",5923,"None",279.72,0,0,90,"Mist",2016-03-30,8
"1792",5923,"None",279.72,0,0,90,"Drizzle",2016-03-30,8
"1793",4527,"None",279.51,0,0,90,"Rain",2016-03-30,10
"1794",4527,"None",279.51,0,0,90,"Mist",2016-03-30,10
"1795",4527,"None",279.51,0,0,90,"Drizzle",2016-03-30,10
"1796",4629,"None",279.65,0,0,90,"Drizzle",2016-03-30,11
"1797",4629,"None",279.65,0,0,90,"Mist",2016-03-30,11
"1798",4629,"None",279.65,0,0,90,"Rain",2016-03-30,11
"1799",5027,"None",279.84,0,0,90,"Drizzle",2016-03-30,12
"1800",5027,"None",279.84,0,0,90,"Rain",2016-03-30,12
"1801",5027,"None",279.84,0,0,90,"Mist",2016-03-30,12
"1802",4939,"None",280.22,0,0,90,"Drizzle",2016-03-30,13
"1803",4939,"None",280.22,0,0,90,"Mist",2016-03-30,13
"1804",5999,"None",280.51,0,0,90,"Mist",2016-03-30,15
"1805",6672,"None",281.28,0,0,90,"Clouds",2016-03-30,17
"1806",4784,"None",281.08,0,0,90,"Clouds",2016-03-30,18
"1807",2574,"None",280.75,0,0,90,"Clouds",2016-03-30,21
"1808",1082,"None",280.36,0,0,90,"Drizzle",2016-03-30,23
"1809",375,"None",279.87,0,0,90,"Clouds",2016-03-31,1
"1810",279,"None",279.51,0,0,90,"Rain",2016-03-31,2
"1811",339,"None",279.29,0,0,90,"Rain",2016-03-31,3
"1812",2666,"None",278.8,0,0,75,"Clouds",2016-03-31,5
"1813",5420,"None",278.23,0,0,90,"Rain",2016-03-31,6
"1814",5420,"None",278.23,0,0,90,"Drizzle",2016-03-31,6
"1815",6284,"None",277.8,0,0,75,"Rain",2016-03-31,7
"1816",6284,"None",277.8,0,0,75,"Drizzle",2016-03-31,7
"1817",5980,"None",277.61,0,0,90,"Rain",2016-03-31,8
"1818",4733,"None",277.79,0,0,90,"Rain",2016-03-31,10
"1819",4733,"None",277.79,0,0,90,"Drizzle",2016-03-31,10
"1820",5020,"None",279,0,0,90,"Rain",2016-03-31,12
"1821",5294,"None",281.75,0,0,90,"Rain",2016-03-31,13
"1822",5725,"None",282.81,0,0,75,"Rain",2016-03-31,14
"1823",6789,"None",282.89,0,0,75,"Rain",2016-03-31,16
"1824",4758,"None",282.22,0,0,1,"Rain",2016-03-31,18
"1825",3568,"None",280.15,0,0,90,"Clouds",2016-03-31,19
"1826",2998,"None",278.22,0,0,90,"Rain",2016-03-31,22
"1827",2998,"None",278.22,0,0,90,"Drizzle",2016-03-31,22
"1828",731,"None",276.76,0,0,40,"Clouds",2016-04-01,0
"1829",458,"None",275.62,0,0,1,"Drizzle",2016-04-01,1
"1830",378,"None",275.21,0,0,75,"Mist",2016-04-01,3
"1831",2539,"None",276.29,0,0,75,"Drizzle",2016-04-01,5
"1832",2539,"None",276.29,0,0,75,"Rain",2016-04-01,5
"1833",5117,"None",274.82,0,0,90,"Rain",2016-04-01,6
"1834",5117,"None",274.82,0,0,90,"Drizzle",2016-04-01,6
"1835",5117,"None",274.82,0,0,90,"Snow",2016-04-01,6
"1836",6558,"None",274.55,0,0,1,"Snow",2016-04-01,7
"1837",6558,"None",274.55,0,0,1,"Rain",2016-04-01,7
"1838",5290,"None",274.62,0,0,20,"Clouds",2016-04-01,9
"1839",5439,"None",275.36,0,0,40,"Snow",2016-04-01,11
"1840",5597,"None",276.01,0,0,40,"Clouds",2016-04-01,12
"1841",5889,"None",276.51,0,0,1,"Clear",2016-04-01,14
"1842",6830,"None",277.37,0,0,40,"Clouds",2016-04-01,16
"1843",5129,"None",276.56,0,0,1,"Clear",2016-04-01,18
"1844",3329,"None",274.42,0,0,1,"Clear",2016-04-01,20
"1845",3085,"None",273.29,0,0,1,"Clear",2016-04-01,21
"1846",1492,"None",273.86,0,0,90,"Clouds",2016-04-02,0
"1847",744,"None",273.95,0,0,90,"Snow",2016-04-02,2
"1848",452,"None",273.75,0,0,75,"Snow",2016-04-02,4
"1849",452,"None",273.75,0,0,75,"Mist",2016-04-02,4
"1850",1467,"None",272.42,0,0,75,"Snow",2016-04-02,6
"1851",3145,"None",271.09,0,0,40,"Snow",2016-04-02,8
"1852",4326,"None",270.7,0,0,75,"Clouds",2016-04-02,10
"1853",4823,"None",271.68,0,0,75,"Clouds",2016-04-02,11
"1854",5023,"None",272.15,0,0,75,"Clouds",2016-04-02,13
"1855",4930,"None",273.94,0,0,40,"Clouds",2016-04-02,15
"1856",4859,"None",274.82,0,0,1,"Clear",2016-04-02,17
"1857",4622,"None",274.49,0,0,75,"Clouds",2016-04-02,18
"1858",4071,"None",274.01,0,0,90,"Clouds",2016-04-02,19
"1859",2865,"None",273.62,0,0,90,"Clouds",2016-04-02,21
"1860",2938,"None",272.97,0,0,40,"Clouds",2016-04-02,22
"1861",3339,"None",272.55,0,0,90,"Clouds",2016-04-02,23
"1862",1595,"None",272.65,0,0,90,"Clouds",2016-04-03,0
"1863",744,"None",272.71,0,0,90,"Clouds",2016-04-03,2
"1864",452,"None",272.43,0,0,1,"Clear",2016-04-03,4
"1865",1210,"None",272.77,0,0,40,"Clouds",2016-04-03,6
"1866",2484,"None",274.05,0,0,75,"Clouds",2016-04-03,8
"1867",2907,"None",278.07,0,0,40,"Clouds",2016-04-03,9
"1868",4137,"None",286.51,0,0,75,"Clouds",2016-04-03,11
"1869",4950,"None",288.35,0,0,75,"Clouds",2016-04-03,12
"1870",4695,"None",290.24,0,0,20,"Clouds",2016-04-03,15
"1871",4318,"None",286.89,0,0,1,"Clear",2016-04-03,17
"1872",3992,"None",282.58,0,0,20,"Clouds",2016-04-03,18
"1873",2884,"None",276.16,0,0,40,"Clouds",2016-04-03,20
"1874",2158,"None",274.62,0,0,1,"Clear",2016-04-03,21
"1875",1081,"None",273.08,0,0,1,"Clear",2016-04-03,23
"1876",595,"None",271.86,0,0,90,"Snow",2016-04-04,0
"1877",285,"None",271.85,0,0,90,"Clouds",2016-04-04,2
"1878",867,"None",271.35,0,0,75,"Clouds",2016-04-04,4
"1879",2632,"None",271.36,0,0,90,"Snow",2016-04-04,5
"1880",5684,"None",271.42,0,0,90,"Snow",2016-04-04,6
"1881",6549,"None",271.48,0,0,90,"Snow",2016-04-04,7
"1882",5124,"None",272.01,0,0,90,"Snow",2016-04-04,9
"1883",4363,"None",273.62,0,0,75,"Snow",2016-04-04,10
"1884",4804,"None",273.95,0,0,90,"Snow",2016-04-04,12
"1885",4880,"None",275,0,0,90,"Snow",2016-04-04,13
"1886",5249,"None",275.4,0,0,90,"Clouds",2016-04-04,14
"1887",6422,"None",276.08,0,0,75,"Clouds",2016-04-04,16
"1888",4286,"None",277.08,0,0,1,"Clear",2016-04-04,18
"1889",2495,"None",276.39,0,0,1,"Clear",2016-04-04,20
"1890",2256,"None",273.48,0,0,1,"Clear",2016-04-04,21
"1891",1648,"None",273.07,0,0,1,"Clear",2016-04-04,22
"1892",1116,"None",272.86,0,0,1,"Clear",2016-04-04,23
"1893",572,"None",272.15,0,0,1,"Clear",2016-04-05,0
"1894",353,"None",271.97,0,0,1,"Clear",2016-04-05,1
"1895",280,"None",271.64,0,0,1,"Clear",2016-04-05,2
"1896",317,"None",271.52,0,0,1,"Clear",2016-04-05,3
"1897",833,"None",271.25,0,0,1,"Clear",2016-04-05,4
"1898",5857,"None",271.93,0,0,40,"Clouds",2016-04-05,6
"1899",6904,"None",272.41,0,0,75,"Clouds",2016-04-05,7
"1900",6246,"None",273.9,0,0,90,"Clouds",2016-04-05,8
"1901",5155,"None",274.79,0,0,90,"Clouds",2016-04-05,9
"1902",4350,"None",275.01,0,0,90,"Rain",2016-04-05,10
"1903",4793,"None",275.01,0,0,90,"Rain",2016-04-05,11
"1904",4793,"None",275.01,0,0,90,"Drizzle",2016-04-05,11
"1905",4951,"None",274.65,0,0,90,"Rain",2016-04-05,12
"1906",4876,"None",274.23,0,0,90,"Rain",2016-04-05,13
"1907",4876,"None",274.23,0,0,90,"Drizzle",2016-04-05,13
"1908",5650,"None",274.36,0,0,90,"Rain",2016-04-05,15
"1909",5650,"None",274.36,0,0,90,"Snow",2016-04-05,15
"1910",5650,"None",274.36,0,0,90,"Drizzle",2016-04-05,15
"1911",6598,"None",274.95,0,0,90,"Rain",2016-04-05,16
"1912",6598,"None",274.95,0,0,90,"Mist",2016-04-05,16
"1913",6213,"None",275.28,0,0,90,"Rain",2016-04-05,17
"1914",4531,"None",275.58,0,0,90,"Clouds",2016-04-05,18
"1915",3245,"None",275.72,0,0,90,"Clouds",2016-04-05,19
"1916",4031,"None",275.41,0,0,90,"Clouds",2016-04-05,21
"1917",2558,"None",275.72,0,0,40,"Clouds",2016-04-05,22
"1918",1152,"None",275.65,0,0,75,"Clouds",2016-04-05,23
"1919",656,"None",275.55,0,0,90,"Clouds",2016-04-06,0
"1920",388,"None",275.72,0,0,75,"Snow",2016-04-06,1
"1921",388,"None",275.72,0,0,75,"Rain",2016-04-06,1
"1922",292,"None",275.72,0,0,90,"Rain",2016-04-06,2
"1923",292,"None",275.72,0,0,90,"Drizzle",2016-04-06,2
"1924",301,"None",274.82,0,0,40,"Rain",2016-04-06,3
"1925",876,"None",274.48,0,0,1,"Clear",2016-04-06,4
"1926",2750,"None",274.18,0,0,1,"Clear",2016-04-06,5
"1927",5699,"None",273.35,0,0,1,"Mist",2016-04-06,6
"1928",6970,"None",273.22,0,0,40,"Mist",2016-04-06,7
"1929",6251,"None",274.28,0,0,1,"Mist",2016-04-06,8
"1930",5387,"None",277.05,0,0,40,"Clouds",2016-04-06,9
"1931",4759,"None",278.22,0,0,90,"Clouds",2016-04-06,10
"1932",4866,"None",278.3,0,0,90,"Clouds",2016-04-06,11
"1933",5211,"None",277.44,0,0,90,"Rain",2016-04-06,12
"1934",4961,"None",277.08,0,0,90,"Rain",2016-04-06,13
"1935",5410,"None",277,0,0,90,"Clouds",2016-04-06,14
"1936",6670,"None",276.69,0,0,90,"Clouds",2016-04-06,16
"1937",6466,"None",276.72,0,0,90,"Snow",2016-04-06,17
"1938",6466,"None",276.72,0,0,90,"Rain",2016-04-06,17
"1939",4540,"None",276.47,0,0,90,"Clouds",2016-04-06,18
"1940",3334,"None",276.36,0,0,90,"Clouds",2016-04-06,19
"1941",2779,"None",276.21,0,0,90,"Clouds",2016-04-06,20
"1942",2476,"None",276.01,0,0,90,"Rain",2016-04-06,21
"1943",2476,"None",276.01,0,0,90,"Drizzle",2016-04-06,21
"1944",982,"None",275.41,0,0,90,"Clouds",2016-04-06,23
"1945",600,"None",275.04,0,0,90,"Clouds",2016-04-07,0
"1946",357,"None",274.86,0,0,90,"Clouds",2016-04-07,1
"1947",260,"None",274.51,0,0,90,"Snow",2016-04-07,2
"1948",332,"None",273.84,0,0,90,"Clouds",2016-04-07,3
"1949",855,"None",273.46,0,0,90,"Clouds",2016-04-07,4
"1950",2721,"None",273.3,0,0,90,"Snow",2016-04-07,5
"1951",5709,"None",273.08,0,0,90,"Snow",2016-04-07,6
"1952",6731,"None",273.57,0,0,90,"Snow",2016-04-07,7
"1953",6731,"None",273.57,0,0,90,"Mist",2016-04-07,7
"1954",5941,"None",273.65,0,0,90,"Snow",2016-04-07,8
"1955",5941,"None",273.65,0,0,90,"Mist",2016-04-07,8
"1956",5303,"None",274.93,0,0,90,"Snow",2016-04-07,9
"1957",5303,"None",274.93,0,0,90,"Mist",2016-04-07,9
"1958",5303,"None",274.93,0,0,90,"Rain",2016-04-07,9
"1959",5303,"None",274.93,0,0,90,"Drizzle",2016-04-07,9
"1960",4782,"None",275.65,0,0,90,"Snow",2016-04-07,10
"1961",4994,"None",276.86,0,0,90,"Rain",2016-04-07,11
"1962",4994,"None",276.86,0,0,90,"Drizzle",2016-04-07,11
"1963",5218,"None",277.58,0,0,90,"Rain",2016-04-07,12
"1964",5218,"None",277.58,0,0,90,"Drizzle",2016-04-07,12
"1965",5285,"None",277.93,0,0,90,"Drizzle",2016-04-07,13
"1966",5847,"None",278.44,0,0,90,"Rain",2016-04-07,15
"1967",6316,"None",278.51,0,0,90,"Rain",2016-04-07,17
"1968",4697,"None",277.41,0.3,0,90,"Rain",2016-04-07,18
"1969",4697,"None",277.41,0.3,0,90,"Drizzle",2016-04-07,18
"1970",3479,"None",276.79,0,0,90,"Rain",2016-04-07,19
"1971",3479,"None",276.79,0,0,90,"Drizzle",2016-04-07,19
"1972",3479,"None",276.79,0,0,90,"Mist",2016-04-07,19
"1973",2999,"None",276.45,0,0,90,"Drizzle",2016-04-07,20
"1974",2999,"None",276.45,0,0,90,"Rain",2016-04-07,20
"1975",3057,"None",276.08,0,0,90,"Rain",2016-04-07,22
"1976",3057,"None",276.08,0,0,90,"Drizzle",2016-04-07,22
"1977",739,"None",275.72,0,0,90,"Rain",2016-04-08,0
"1978",739,"None",275.72,0,0,90,"Drizzle",2016-04-08,0
"1979",398,"None",274.76,0,0,90,"Snow",2016-04-08,1
"1980",365,"None",274.32,0,0,90,"Clouds",2016-04-08,2
"1981",402,"None",273.49,0,0,1,"Clear",2016-04-08,3
"1982",783,"None",272.6,0,0,1,"Clear",2016-04-08,4
"1983",2556,"None",272.21,0,0,90,"Clouds",2016-04-08,5
"1984",5529,"None",272.49,0,0,90,"Clouds",2016-04-08,6
"1985",6670,"None",272.62,0,0,90,"Snow",2016-04-08,7
"1986",5939,"None",272.62,0,0,90,"Snow",2016-04-08,8
"1987",5038,"None",272.08,0,0,90,"Snow",2016-04-08,9
"1988",4539,"None",272.55,0,0,90,"Haze",2016-04-08,10
"1989",4539,"None",272.55,0,0,90,"Snow",2016-04-08,10
"1990",4989,"None",272.37,0,0,90,"Snow",2016-04-08,11
"1991",5329,"None",272.75,0,0,75,"Snow",2016-04-08,12
"1992",5418,"None",273.53,0.9,0,90,"Rain",2016-04-08,13
"1993",5418,"None",273.53,0.9,0,90,"Snow",2016-04-08,13
"1994",5818,"None",273.86,0,0,75,"Snow",2016-04-08,14
"1995",5818,"None",273.86,0,0,75,"Rain",2016-04-08,14
"1996",5818,"None",273.86,0,0,75,"Haze",2016-04-08,14
"1997",6670,"None",274.36,0,0,75,"Clouds",2016-04-08,16
"1998",6030,"None",274.21,0,0,40,"Clouds",2016-04-08,17
"1999",4696,"None",273.38,0,0,40,"Clouds",2016-04-08,18
"2000",3919,"None",272.48,0,0,1,"Clear",2016-04-08,19
"2001",3282,"None",271.42,0,0,40,"Clouds",2016-04-08,20
"2002",2552,"None",270.6,0,0,1,"Clear",2016-04-08,22
"2003",1777,"None",269.44,0,0,1,"Clear",2016-04-08,23
"2004",1289,"None",268.81,0,0,1,"Clear",2016-04-09,0
"2005",751,"None",267.79,0,0,1,"Clear",2016-04-09,1
"2006",571,"None",267.2,0,0,1,"Clear",2016-04-09,2
"2007",368,"None",266.63,0,0,1,"Clear",2016-04-09,3
"2008",382,"None",265.65,0,0,1,"Clear",2016-04-09,4
"2009",712,"None",264.95,0,0,1,"Clear",2016-04-09,5
"2010",1539,"None",264.62,0,0,40,"Clouds",2016-04-09,6
"2011",2294,"None",265.18,0,0,1,"Clear",2016-04-09,7
"2012",3210,"None",268.81,0,0,1,"Clear",2016-04-09,8
"2013",3928,"None",270.15,0,0,1,"Clear",2016-04-09,9
"2014",4434,"None",271.41,0,0,1,"Clear",2016-04-09,10
"2015",5108,"None",272.9,0,0,75,"Clouds",2016-04-09,12
"2016",5095,"None",274.44,0,0,1,"Clear",2016-04-09,13
"2017",5083,"None",275.9,0,0,1,"Clear",2016-04-09,14
"2018",4873,"None",277.01,0,0,1,"Clear",2016-04-09,15
"2019",4590,"None",277.79,0,0,1,"Clear",2016-04-09,17
"2020",4393,"None",278.3,0,0,1,"Clear",2016-04-09,18
"2021",3565,"None",277.74,0,0,1,"Clear",2016-04-09,19
"2022",4490,"None",277.28,0,0,1,"Clear",2016-04-09,21
"2023",3360,"None",276.58,0,0,1,"Clear",2016-04-09,22
"2024",2071,"None",276.28,0,0,1,"Clear",2016-04-09,23
"2025",1289,"None",275.79,0,0,1,"Clear",2016-04-10,0
"2026",751,"None",275.79,0,0,1,"Clear",2016-04-10,1
"2027",368,"None",276.15,0,0,75,"Clouds",2016-04-10,3
"2028",382,"None",276.02,0,0,1,"Clear",2016-04-10,4
"2029",654,"None",275.96,0,0,1,"Clear",2016-04-10,5
"2030",1351,"None",275.55,0,0,75,"Clouds",2016-04-10,6
"2031",2759,"None",275.86,0,0,75,"Clouds",2016-04-10,8
"2032",3364,"None",279.21,0,0,75,"Clouds",2016-04-10,9
"2033",3636,"None",280.88,0,0,1,"Clear",2016-04-10,10
"2034",4184,"None",283.14,0,0,40,"Clouds",2016-04-10,11
"2035",4811,"None",285.19,0,0,1,"Clear",2016-04-10,12
"2036",4807,"None",287.15,0,0,1,"Clear",2016-04-10,15
"2037",4513,"None",286.69,0,0,75,"Clouds",2016-04-10,17
"2038",4238,"None",284.8,0,0,40,"Clouds",2016-04-10,18
"2039",3509,"None",284.07,0,0,40,"Clouds",2016-04-10,19
"2040",2449,"None",281.59,0,0,1,"Clear",2016-04-10,21
"2041",1724,"None",277.59,0,0,1,"Clear",2016-04-10,22
"2042",1139,"None",276.22,0,0,1,"Clear",2016-04-10,23
"2043",522,"None",275.36,0,0,1,"Clear",2016-04-11,0
"2044",342,"None",274.48,0,0,40,"Clouds",2016-04-11,1
"2045",269,"None",274.02,0,0,1,"Clear",2016-04-11,2
"2046",849,"None",273.51,0,0,90,"Clouds",2016-04-11,4
"2047",2719,"None",273.29,0,0,90,"Snow",2016-04-11,5
"2048",6877,"None",272.62,0,0,40,"Clouds",2016-04-11,7
"2049",6024,"None",272.71,0,0,75,"Clouds",2016-04-11,8
"2050",5294,"None",273.22,0,0,75,"Clouds",2016-04-11,9
"2051",4844,"None",273.95,0,0,90,"Clouds",2016-04-11,11
"2052",5303,"None",275.51,0,0,40,"Clouds",2016-04-11,12
"2053",5407,"None",276.69,0,0,40,"Clouds",2016-04-11,13
"2054",6679,"None",278.75,0,0,40,"Clouds",2016-04-11,16
"2055",4663,"None",278.72,0,0,20,"Clouds",2016-04-11,18
"2056",2786,"None",276.8,0,0,5,"Clear",2016-04-11,20
"2057",2214,"None",273.89,0,0,1,"Clear",2016-04-11,21
"2058",1501,"None",273.35,0,0,1,"Clear",2016-04-11,22
"2059",1018,"None",272.22,0,0,1,"Clear",2016-04-11,23
"2060",586,"None",271.51,0,0,1,"Clear",2016-04-12,0
"2061",257,"None",269.95,0,0,1,"Clear",2016-04-12,2
"2062",307,"None",269.21,0,0,1,"Clear",2016-04-12,3
"2063",837,"None",268.22,0,0,1,"Clear",2016-04-12,4
"2064",6127,"None",267.16,0,0,1,"Clear",2016-04-12,6
"2065",6456,"None",267.82,0,0,1,"Clear",2016-04-12,7
"2066",6199,"None",272.58,0,0,1,"Clear",2016-04-12,8
"2067",5635,"None",274.58,0,0,1,"Clear",2016-04-12,9
"2068",4887,"None",277.06,0,0,5,"Clear",2016-04-12,11
"2069",5055,"None",279.65,0,0,75,"Clouds",2016-04-12,12
"2070",5268,"None",281.22,0,0,90,"Clouds",2016-04-12,13
"2071",6186,"None",280.93,0,0,90,"Clouds",2016-04-12,15
"2072",6445,"None",280.77,0,0,90,"Rain",2016-04-12,17
"2073",4695,"None",280.63,0,0,75,"Clouds",2016-04-12,18
"2074",2747,"None",278.23,0,0,90,"Clouds",2016-04-12,21
"2075",2016,"None",278.8,0,0,40,"Clouds",2016-04-12,22
"2076",1946,"None",278.79,0,0,40,"Clouds",2016-04-12,23
"2077",689,"None",279.15,0,0,90,"Clouds",2016-04-13,0
"2078",452,"None",279.87,0,0,90,"Clouds",2016-04-13,1
"2079",378,"None",280.39,0,0,90,"Rain",2016-04-13,2
"2080",378,"None",280.39,0,0,90,"Drizzle",2016-04-13,2
"2081",418,"None",280.16,0,0,90,"Drizzle",2016-04-13,3
"2082",418,"None",280.16,0,0,90,"Rain",2016-04-13,3
"2083",1003,"None",280.22,0,0,90,"Clouds",2016-04-13,4
"2084",2979,"None",279.01,0,0,1,"Clear",2016-04-13,5
"2085",6180,"None",278.42,0,0,1,"Clear",2016-04-13,6
"2086",7084,"None",278.65,0,0,5,"Clear",2016-04-13,7
"2087",6150,"None",281.12,0,0,1,"Clear",2016-04-13,8
"2088",5483,"None",283.86,0,0,5,"Clear",2016-04-13,9
"2089",4354,"None",285.51,0,0,1,"Clear",2016-04-13,10
"2090",4515,"None",287.29,0,0,1,"Clear",2016-04-13,11
"2091",5296,"None",288.86,0,0,5,"Clear",2016-04-13,13
"2092",6147,"None",291.02,0,0,5,"Clear",2016-04-13,15
"2093",6764,"None",293.2,0,0,5,"Clear",2016-04-13,17
"2094",3540,"None",293.54,0,0,1,"Clear",2016-04-13,19
"2095",3257,"None",289.09,0,0,1,"Clear",2016-04-13,20
"2096",1993,"None",286.41,0,0,1,"Clear",2016-04-13,22
"2097",1106,"None",285.87,0,0,1,"Clear",2016-04-13,23
"2098",648,"None",285.21,0,0,1,"Clear",2016-04-14,0
"2099",398,"None",284.29,0,0,1,"Clear",2016-04-14,1
"2100",360,"None",283.86,0,0,1,"Clear",2016-04-14,3
"2101",864,"None",283.47,0,0,1,"Clear",2016-04-14,4
"2102",2836,"None",283.36,0,0,1,"Clear",2016-04-14,5
"2103",6052,"None",283.22,0,0,1,"Clear",2016-04-14,6
"2104",6876,"None",283.43,0,0,1,"Clear",2016-04-14,7
"2105",6171,"None",285.79,0,0,40,"Clouds",2016-04-14,8
"2106",5407,"None",287.47,0,0,40,"Clouds",2016-04-14,9
"2107",5032,"None",290.19,0,0,40,"Clouds",2016-04-14,10
"2108",5267,"None",291.3,0,0,40,"Clouds",2016-04-14,11
"2109",5324,"None",293.08,0,0,20,"Clouds",2016-04-14,12
"2110",5334,"None",295.58,0,0,1,"Clear",2016-04-14,13
"2111",5672,"None",296.57,0,0,1,"Clear",2016-04-14,14
"2112",6140,"None",296.92,0,0,1,"Haze",2016-04-14,15
"2113",6991,"None",297.7,0,0,1,"Clear",2016-04-14,16
"2114",4686,"None",297.48,0,0,1,"Clear",2016-04-14,18
"2115",3777,"None",294.78,0,0,1,"Clear",2016-04-14,19
"2116",3595,"None",293.66,0,0,1,"Clear",2016-04-14,20
"2117",3059,"None",291.43,0,0,1,"Clear",2016-04-14,21
"2118",2424,"None",290.45,0,0,1,"Clear",2016-04-14,22
"2119",1348,"None",288.93,0,0,1,"Clear",2016-04-14,23
"2120",798,"None",287.65,0,0,1,"Clear",2016-04-15,0
"2121",451,"None",286.65,0,0,1,"Clear",2016-04-15,1
"2122",323,"None",285.79,0,0,1,"Clear",2016-04-15,2
"2123",349,"None",284.92,0,0,1,"Clear",2016-04-15,3
"2124",826,"None",284.29,0,0,1,"Clear",2016-04-15,4
"2125",2586,"None",283.86,0,0,1,"Clear",2016-04-15,5
"2126",5731,"None",283.38,0,0,1,"Clear",2016-04-15,6
"2127",6806,"None",283.57,0,0,1,"Clear",2016-04-15,7
"2128",5278,"None",287.97,0,0,1,"Clear",2016-04-15,9
"2129",5101,"None",290.08,0,0,1,"Clear",2016-04-15,10
"2130",5440,"None",292.88,0,0,40,"Clouds",2016-04-15,11
"2131",5816,"None",294.88,0,0,40,"Clouds",2016-04-15,12
"2132",5832,"None",296.08,0,0,1,"Clear",2016-04-15,14
"2133",6318,"None",297.51,0,0,1,"Clear",2016-04-15,15
"2134",5916,"None",297.54,0,0,1,"Clear",2016-04-15,16
"2135",5886,"None",296.86,0,0,1,"Clear",2016-04-15,17
"2136",4033,"None",295.02,0,0,75,"Clouds",2016-04-15,19
"2137",3412,"None",294.48,0,0,1,"Clear",2016-04-15,20
"2138",3258,"None",292.93,0,0,1,"Clear",2016-04-15,21
"2139",3127,"None",292.21,0,0,1,"Clear",2016-04-15,22
"2140",1865,"None",291.15,0,0,1,"Clear",2016-04-15,23
"2141",1336,"None",290.4,0,0,1,"Clear",2016-04-16,0
"2142",788,"None",290.36,0,0,1,"Clear",2016-04-16,1
"2143",638,"None",289.51,0,0,1,"Clear",2016-04-16,2
"2144",405,"None",289.01,0,0,1,"Clear",2016-04-16,3
"2145",413,"None",288.72,0,0,1,"Clear",2016-04-16,4
"2146",745,"None",288.21,0,0,1,"Clear",2016-04-16,5
"2147",1442,"None",287.55,0,0,75,"Clouds",2016-04-16,6
"2148",2202,"None",288.01,0,0,90,"Clouds",2016-04-16,7
"2149",3475,"None",288.94,0,0,90,"Clouds",2016-04-16,8
"2150",4321,"None",291.43,0,0,40,"Clouds",2016-04-16,9
"2151",4595,"None",293.15,0,0,1,"Clear",2016-04-16,10
"2152",5146,"None",296.03,0,0,40,"Clouds",2016-04-16,11
"2153",5371,"None",296.61,0,0,75,"Clouds",2016-04-16,12
"2154",4807,"None",298.01,0,0,40,"Clouds",2016-04-16,13
"2155",4823,"None",298.24,0,0,75,"Clouds",2016-04-16,14
"2156",4590,"None",298.85,0,0,40,"Clouds",2016-04-16,16
"2157",4552,"None",299.01,0,0,75,"Clouds",2016-04-16,17
"2158",4059,"None",298.78,0,0,75,"Clouds",2016-04-16,18
